branch,division,group_name,description,qty,total_amount
Stories Mansourieh,FROZEN YOGHURT,TOPPINGS,OATS,11.0,690.69
Stories Mansourieh,FROZEN YOGHURT,TOPPINGS,CHOCOLATE CHIPS,186.0,13837.84
Stories Mansourieh,FROZEN YOGHURT,TOPPINGS,MIXED NUTS,73.0,4450.45
Stories Mansourieh,FROZEN YOGHURT,TOPPINGS,GUMMY BEARS,36.0,2168.17
Stories Mansourieh,FROZEN YOGHURT,TOPPINGS,STRAWBERRY,376.0,27909.91
Stories Mansourieh,FROZEN YOGHURT,TOPPINGS,PINEAPPLE,229.0,14688.29
Stories Mansourieh,FROZEN YOGHURT,TOPPINGS,MANGO,241.0,17972.97
Stories Mansourieh,FROZEN YOGHURT,TOPPINGS,HONEY,237.0,17081.08
Stories Mansourieh,FROZEN YOGHURT,TOPPINGS,BLUEBERRIES,314.0,23477.48
Stories Mansourieh,FROZEN YOGHURT,LUXURY TOPPINGS,PISTACHIO CRUNCH,979.0,102132.13
Stories Mansourieh,FROZEN YOGHURT,LUXURY TOPPINGS,CHOCOLATE QUELLA CRUNCH,305.0,31741.74
Stories Mansourieh,FROZEN YOGHURT,LUXURY TOPPINGS,CHOCOLATE CRUNCH,1040.0,108684.68
Stories Mansourieh,FROZEN YOGHURT,LUXURY TOPPINGS,VARIEGATO WAFER,1.0,99.1
Stories Mansourieh,FROZEN YOGHURT,LUXURY TOPPINGS,CHOCOLATE QUELLA,829.0,84798.8
Stories Mansourieh,FROZEN YOGHURT,LUXURY TOPPINGS,QUELLA PISTACCIO,3.0,330.33
Stories Mansourieh,FROZEN YOGHURT,LUXURY TOPPINGS,NUTELLA,1.0,90.09
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,ORIGINAL YOGHURT SMALL,189.7,60510.51
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,ORIGINAL YOGHURT MEDIUM,41.0,14105.11
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,ORIGINAL YOGHURT X-LARGE,8.5,4121.62
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,ORIGINAL YOGHURT COMBO SMALL,3560.8,1266634.84
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,ORIGINAL YOGHURT COMBO MEDIUM,1201.5,477506.01
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,ORIGINAL YOGHURT COMBO X-LARGE,119.0,63481.98
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,CHOCOLATE YOGHURT SMALL,73.6,22522.52
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,CHOCOLATE YOGHURT MEDIUM,27.0,9117.12
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,CHOCOLATE YOGHURT X-LARGE,4.5,2072.07
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,CHOCOLATE YOGHURT COMBO SMALL,2353.0,835699.7
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,CHOCOLATE YOGHURT COMBO MEDIUM,950.5,378737.24
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,CHOCOLATE YOGHURT COMBO X-LARGE,62.5,32978.98
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,OREO CREAM YOGHURT COMBO MEDIUM,0.5,195.2
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,MANGO YOGHURT SMALL,68.0,21336.34
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,MANGO YOGHURT COMBO SMALL,2157.0,764417.42
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,MANGO YOGHURT MEDIUM,22.0,7564.56
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,MANGO YOGHURT COMBO MEDIUM,1066.0,422382.88
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,MANGO YOGHURT X-LARGE,3.0,1441.44
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,MANGO YOGHURT COMBO X-LARGE,142.5,74815.32
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS YOGHURT SMALL,48.0,14849.85
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS YOGHURT MEDIUM,9.5,3303.3
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS YOGHURT X-LARGE,1.0,450.45
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS YOGHURT COMBO SMALL,1697.1,571885.89
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS YOGHURT COMBO MEDIUM,816.1,321154.66
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS YOGHURT COMBO X-LARGE,72.0,37267.27
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,POMEGRANATE YOGHURT SMALL,42.0,12687.69
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,POMEGRANATE YOGHURT COMBO SMALL,809.0,287636.64
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,POMEGRANATE YOGHURT COMBO MEDIUM,311.5,124163.66
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,POMEGRANATE YOGHURT MEDIUM,8.5,2906.91
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,POMEGRANATE YOGHURT X-LARGE,1.0,450.45
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,POMEGRANATE YOGHURT COMBO X-LARGE,25.5,13324.32
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP MANGO,163.0,0.0
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP CHOCOLATE,149.0,0.0
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP POMEGRANATE,128.0,0.0
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP SPECULOSE LOTUS,188.0,0.0
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP ORIGINAL YOUGHURT,163.0,0.0
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,BLUEBERRY YOGHURT SMALL,31.5,9804.8
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,BLUEBERRY YOGHURT COMBO SMALL,1773.6,626666.07
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,BLUEBERRY YOGHURT MEDIUM,14.5,5087.09
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,BLUEBERRY YOGHURT COMBO MEDIUM,904.5,357734.23
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,BLUEBERRY YOGHURT X-LARGE,3.0,1396.4
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,BLUEBERRY YOGHURT COMBO X-LARGE,109.5,56590.09
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP BLUEBERRY,151.0,0.0
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS SPREAD YOGHURT COMBO MEDIUM,9.5,3747.75
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS SPREAD YOGHURT COMBO SMALL,18.5,5918.92
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS SPREAD YOGHURT COMBO X-LARGE,1.5,816.82
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP LOTUS SPREAD,3.0,0.0
Stories Mansourieh,SALADS BAR,SALADS BAR,SALAD BAR 1 VISIT,704.0,507387.39
Stories Mansourieh,SANDWICHES,SUB SANDWICHES,TUNA SUB,229.0,77033.03
Stories Mansourieh,SANDWICHES,SUB SANDWICHES,VEGGIE SUB,1611.0,4606.61
Stories Mansourieh,SANDWICHES,SUB SANDWICHES,TURKEY & CHEESE SUB,928.0,336588.59
Stories Mansourieh,SANDWICHES,SUB SANDWICHES,CHICKEN TERIAKI SUB,314.0,104252.25
Stories Mansourieh,SANDWICHES,SUB SANDWICHES,BROWN CHICKEN TERIAKI SUB,337.0,122018.02
Stories Mansourieh,SANDWICHES,SUB SANDWICHES,BROWN TUNA SUB,348.0,126990.99
Stories Mansourieh,SANDWICHES,SUB SANDWICHES,BROWN TURKEY & CHEESE SUB,1071.0,416120.12
Stories Mansourieh,SANDWICHES,SUB SANDWICHES,BROWN VEGGIE SUB,14.0,4984.98
Stories Mansourieh,SANDWICHES,SUB SANDWICHES,PESTO HALLOUMI SUB,284.0,79135.14
Stories Mansourieh,SANDWICHES,SUB SANDWICHES,LABNEH SUB,407.0,46414.41
Stories Mansourieh,SANDWICHES,SUB SANDWICHES,BROWN LABNEH SUB,262.0,71918.92
Stories Mansourieh,SANDWICHES,SUB SANDWICHES,BROWN PESTO HALLOUMI SUB,548.0,176426.43
Stories Mansourieh,SANDWICHES,SUB SANDWICHES,BROWN CHICKEN CAESAR SANDWICH,317.0,143648.65
Stories Mansourieh,SANDWICHES,SUB SANDWICHES,CHICKEN CAESAR SANDWICH,298.0,126504.5
Stories Mansourieh,SANDWICHES,SUB SANDWICHES,PULLED BEEF CHIMICHURRI SANDWICH,4.0,1681.68
Stories Mansourieh,SANDWICHES,SUB SANDWICHES,BROWN PULLED BEEF CHIMICHURRI SANDWICH,36.0,16216.22
Stories Mansourieh,CINNAMON ROLLS,CINNAMONS,CLASSIC CINNAMON ROLL LARGE,2797.0,791339.35
Stories Mansourieh,CINNAMON ROLLS,CINNAMONS,CHOCOLATE ROLL LARGE,675.0,217513.51
Stories Mansourieh,CINNAMON ROLLS,CINNAMONS,EXTRA CREAM CHEESE FROSTING MIX,9.0,270.27
Stories Mansourieh,CINNAMON ROLLS,CINNAMONS,RED CINNAMON ROLL,60.0,19819.82
Stories Mansourieh,CINNAMON ROLLS,CINNAMONS,LOTUS ROLL,202.0,73081.08
Stories Mansourieh,NOT USED,NOT USED,CHOCOLATE PLUS,4.0,420.42
Stories Mansourieh,NOT USED,NOT USED,CHICKEN BREAST SUB,1.0,330.33
Stories Mansourieh,NOT USED,NOT USED,BROWN CHICKEN BREAST SUB,2.0,720.72
Stories Mansourieh,NOT USED,NOT USED,ROCCA SALAD (GRAB&GO),34.0,14294.29
Stories Mansourieh,NOT USED,NOT USED,NY STYLE COOKIE -PISTACHIO,10.0,3003.0
Stories Mansourieh,NOT USED,NOT USED,BROWN FILET STEAK SANDWICH,21.0,9459.46
Stories Mansourieh,NOT USED,NOT USED,FILET STEAK SANDWICH,15.0,6306.31
Stories Mansourieh,NOT USED,NOT USED,GRILLED VEGGIE SUB,4.0,1261.26
Stories Mansourieh,NOT USED,NOT USED,BROWN GRILLED VEGGIE SUB,2.0,900.9
Stories Mansourieh,NOT USED,NOT USED,LEBANESE SALAD (GRAB&GO),2.0,840.84
Stories Mansourieh,NOT USED,NOT USED,ADD STEAK,13.0,1561.56
Stories Mansourieh,NOT USED,NOT USED,GRANELLA DI BISCOTTO COMBO,3.0,0.0
Stories Mansourieh,NOT USED,NOT USED,BROWN STEAK SANDWICH,1.0,510.51
Stories Mansourieh,NOT USED,NOT USED,STEAK SANDWICH,4.0,1921.92
Stories Mansourieh,NOT USED,NOT USED,TASTING CUP ACAI,9.0,0.0
Stories Mansourieh,NOT USED,NOT USED,ORIGINAL SUGAR FREE YOGHURT COMBO MEDIUM,2.5,1276.28
Stories Mansourieh,NOT USED,NOT USED,ORIGINAL SUGAR FREE YOGHURT COMBO SMALL,26.5,11936.94
Stories Mansourieh,NOT USED,NOT USED,GRANOLA BAR CHOCOLATE,61.0,5495.5
Stories Mansourieh,NOT USED,NOT USED,GRANOLA BAR VANILLA,52.0,4684.68
Stories Mansourieh,SUBS,ADD ONS,ADD SMOKED TURKEY,208.0,21249.25
Stories Mansourieh,SUBS,ADD ONS,ADD CHEDDAR CHEESE,21.0,1261.26
Stories Mansourieh,SUBS,ADD ONS,ADD TUNA,35.0,4906.91
Stories Mansourieh,SUBS,ADD ONS,ADD CHICKEN,105.0,14816.82
Stories Mansourieh,SUBS,ADD ONS,ADD HALLOUM CHEESE,23.0,2072.07
Stories Mansourieh,SUBS,ADD ONS,ADD PULLED BEEF,10.0,1501.5
Stories Mansourieh,POP UP BEVERAGE,POP UP BEVERAGE,AMERICANO COMBO,6.0,0.0
Stories Mansourieh,POP UP BEVERAGE,POP UP BEVERAGE,LATTE COMBO,8.0,0.0
Stories Mansourieh,POP UP BEVERAGE,POP UP BEVERAGE,SALTED CARAMEL LATTE COMBO,1.0,0.0
Stories Mansourieh,POP UP BEVERAGE,POP UP BEVERAGE,MOCHA COMBO,1.0,0.0
Stories Mansourieh,POP UP BEVERAGE,POP UP BEVERAGE,WHITE MOCHA COMBO,6.0,0.0
Stories Mansourieh,POP UP BEVERAGE,POP UP BEVERAGE,CARAMEL MACHIATO COMBO,2.0,0.0
Stories Mansourieh,OFFER,OFFER,CINNAMON ROLL+DRINK,11.0,4294.29
Stories Mansourieh,OFFER,OFFER,CHOCOLATE ROLL+DRINK,4.0,1561.56
Stories Mansourieh,OFFER,OFFER,PESTO HALLOUMI SUB+DRINK,4.0,1561.56
Stories Mansourieh,OFFER,OFFER,TURKEY & CHEESE SUB+DRINK,4.0,1921.92
Stories Mansourieh,OFFER,OFFER,BROWN TURKEY & CHEESE SUB+DRINK,1.0,510.51
Stories Mansourieh,GRAB&GO FOOD,PACKAGED FOOD,FREEZE DROPS STRAWBERRY,260.0,51678.68
Stories Mansourieh,GRAB&GO FOOD,PACKAGED FOOD,MEDIUM CHIPS,342.0,20606.61
Stories Mansourieh,GRAB&GO FOOD,PACKAGED FOOD,MATCHA CUP,28.0,5885.89
Stories Mansourieh,GRAB&GO FOOD,PACKAGED FOOD,VANILLA ASH,59.0,12402.4
Stories Mansourieh,GRAB&GO FOOD,PACKAGED FOOD,BEETROOT CUP,31.0,6516.52
Stories Mansourieh,GRAB&GO FOOD,PACKAGED FOOD,CHOCOLATE SP/MO,63.0,13243.24
Stories Mansourieh,GRAB&GO FOOD,PACKAGED FOOD,HONEY PEANUT ST BITES,65.0,10540.54
Stories Mansourieh,GRAB&GO FOOD,PACKAGED FOOD,SPECIALITY COFFEE ST BITES,72.0,11675.68
Stories Mansourieh,GRAB&GO FOOD,SALADS,GREEK SALAD (GRAB&GO),5.0,2102.1
Stories Mansourieh,GRAB&GO FOOD,SALADS,QUINOA SALAD (GRAB&GO),77.0,35657.66
Stories Mansourieh,GRAB&GO FOOD,SALADS,TUNA PASTA SALAD (GRAB&GO),130.0,60120.12
Stories Mansourieh,GRAB&GO FOOD,SALADS,ASIAN SALAD (GRAB&GO),69.0,29051.05
Stories Mansourieh,GRAB&GO FOOD,SALADS,CAESER SALAD (GRAB&GO),26.0,10930.93
Stories Mansourieh,GRAB&GO FOOD,SALADS,CHICKEN CAESER SALAD (GRAB&GO),37.0,17111.11
Stories Mansourieh,GRAB&GO FOOD,FRUITS,PINEAPPLE CUP,40.0,14174.17
Stories Mansourieh,GRAB&GO FOOD,FRUITS,BOUMALI CUP,30.0,5405.41
Stories Mansourieh,GRAB&GO FOOD,PACKAGED DESSERT,TIRAMISU CUP,158.0,59309.31
Stories Mansourieh,GRAB&GO FOOD,PACKAGED DESSERT,MAK BAR CHOCOLATE CRUNCH,6.0,1405.41
Stories Mansourieh,GRAB&GO FOOD,PACKAGED DESSERT,MAK BAR PRO VANILLE,10.0,2822.82
Stories Mansourieh,GRAB&GO FOOD,PACKAGED DESSERT,MAK BAR PRO COOKIES CREAM,12.0,3387.39
Stories Mansourieh,GRAB&GO FOOD,PACKAGED DESSERT,MAK BAR WHITE ALMOND CRUNCH,10.0,2342.34
Stories Mansourieh,DONUTS,DONUTS,PISTACHIO CREAM DOUGHNUTS,1.0,180.18
Stories Mansourieh,DONUTS,DONUTS,STRAWBERRY DOUGHNUTS,1.0,180.18
Stories Sin El Fil,HOT BAR SECTION,BLACK COFFEE,ESPRESSO,688.0,106738.74
Stories Sin El Fil,HOT BAR SECTION,BLACK COFFEE,DOUBLE ESPRESSO,760.0,143675.68
Stories Sin El Fil,HOT BAR SECTION,BLACK COFFEE,AMERICANO SMALL,532.0,100684.69
Stories Sin El Fil,HOT BAR SECTION,BLACK COFFEE,AMERICANO MEDIUM,364.0,79147.15
Stories Sin El Fil,HOT BAR SECTION,BLACK COFFEE,AMERICANO LARGE,65.0,15615.62
Stories Sin El Fil,HOT BAR SECTION,BLACK COFFEE,BLACK COFFEE SMALL,950.5,161594.59
Stories Sin El Fil,HOT BAR SECTION,BLACK COFFEE,BLACK COFFEE MEDIUM,561.0,114900.9
Stories Sin El Fil,HOT BAR SECTION,BLACK COFFEE,BLACK COFFEE LARGE,120.0,28120.12
Stories Sin El Fil,HOT BAR SECTION,BLACK COFFEE,SINGLE ESPRESSO MACC,41.0,6156.16
Stories Sin El Fil,HOT BAR SECTION,BLACK COFFEE,DOUBLE ESPRESSO MAC,23.0,4144.14
Stories Sin El Fil,HOT BAR SECTION,BLACK COFFEE,TRIPLE ESPRESSO,145.0,3153.15
Stories Sin El Fil,HOT BAR SECTION,BLACK COFFEE,SINGLE LONGO,76.0,12822.82
Stories Sin El Fil,HOT BAR SECTION,BLACK COFFEE,DOUBLE LONGO,56.0,10090.09
Stories Sin El Fil,HOT BAR SECTION,MIXED HOT BEVERAGE,LATTE SMALL,935.0,179369.37
Stories Sin El Fil,HOT BAR SECTION,MIXED HOT BEVERAGE,LATTE MEDIUM,1312.0,299435.43
Stories Sin El Fil,HOT BAR SECTION,MIXED HOT BEVERAGE,CAPPUCCINO SMALL,448.0,88396.4
Stories Sin El Fil,HOT BAR SECTION,MIXED HOT BEVERAGE,CAPPUCCINO MEDIUM,480.0,109549.55
Stories Sin El Fil,HOT BAR SECTION,MIXED HOT BEVERAGE,MOCHA SMALL,154.0,34462.46
Stories Sin El Fil,HOT BAR SECTION,MIXED HOT BEVERAGE,MOCHA MEDIUM,215.0,56816.82
Stories Sin El Fil,HOT BAR SECTION,MIXED HOT BEVERAGE,WHITE MOCHA SMALL,591.0,59567.57
Stories Sin El Fil,HOT BAR SECTION,MIXED HOT BEVERAGE,WHITE MOCHA MEDIUM,402.0,106234.24
Stories Sin El Fil,HOT BAR SECTION,MIXED HOT BEVERAGE,CARAMEL MACHIATO SMALL,154.0,33093.09
Stories Sin El Fil,HOT BAR SECTION,MIXED HOT BEVERAGE,CARAMEL MACHIATO MEDIUM,195.0,51531.53
Stories Sin El Fil,HOT BAR SECTION,MIXED HOT BEVERAGE,SIGNATURE HOT CHOCOLATE SMALL,301.0,59339.34
Stories Sin El Fil,HOT BAR SECTION,MIXED HOT BEVERAGE,SIGNATURE HOT CHOCOLATE MEDIUM,281.0,74258.26
Stories Sin El Fil,HOT BAR SECTION,MIXED HOT BEVERAGE,STEAMED MILK SMALL,5.0,660.66
Stories Sin El Fil,HOT BAR SECTION,MIXED HOT BEVERAGE,STEAMED MILK MEDIUM,7.0,1177.18
Stories Sin El Fil,HOT BAR SECTION,MIXED HOT BEVERAGE,LATTE LARGE,140.0,36997.0
Stories Sin El Fil,HOT BAR SECTION,MIXED HOT BEVERAGE,MOCHA LARGE,14.0,4120.12
Stories Sin El Fil,HOT BAR SECTION,MIXED HOT BEVERAGE,CAPPUCCINO LARGE,38.0,10042.04
Stories Sin El Fil,HOT BAR SECTION,MIXED HOT BEVERAGE,WHITE MOCHA LARGE,45.0,13243.24
Stories Sin El Fil,HOT BAR SECTION,MIXED HOT BEVERAGE,CARAMEL MACCHIATO LARGE,18.0,5297.3
Stories Sin El Fil,HOT BAR SECTION,MIXED HOT BEVERAGE,MATCHA LATTE SMALL,83.0,11891.89
Stories Sin El Fil,HOT BAR SECTION,MIXED HOT BEVERAGE,MATCHA LATTE MEDIUM,113.0,25789.79
Stories Sin El Fil,HOT BAR SECTION,MIXED HOT BEVERAGE,MATCHA LATTE LARGE,5.0,1321.32
Stories Sin El Fil,HOT BAR SECTION,MIXED HOT BEVERAGE,FLAT WHITE,396.0,60054.05
Stories Sin El Fil,HOT BAR SECTION,MIXED HOT BEVERAGE,HOT DOUBLE SHOT SMALL,76.0,10954.95
Stories Sin El Fil,HOT BAR SECTION,MIXED HOT BEVERAGE,HOT DOUBLE SHOT MEDIUM,55.0,14534.53
Stories Sin El Fil,HOT BAR SECTION,MIXED HOT BEVERAGE,HOT DOUBLE SHOT LARGE,6.0,1945.95
Stories Sin El Fil,HOT BAR SECTION,MIXED HOT BEVERAGE,TOFFEE NUT LATTE MEDIUM,187.0,50528.53
Stories Sin El Fil,HOT BAR SECTION,MIXED HOT BEVERAGE,TOFFEE NUT LATTE SMALL,105.0,22090.09
Stories Sin El Fil,HOT BAR SECTION,MIXED HOT BEVERAGE,CLASSIC HOT CHOC SMALL,108.0,24420.42
Stories Sin El Fil,HOT BAR SECTION,MIXED HOT BEVERAGE,CLASSIC HOT CHOC MEDIUM,127.0,33561.56
Stories Sin El Fil,HOT BAR SECTION,MIXED HOT BEVERAGE,HOT DOUBLE SHOT TOFFEE NUT SMALL,8.0,2114.11
Stories Sin El Fil,HOT BAR SECTION,MIXED HOT BEVERAGE,HOT DOUBLE SHOT TOFFEE NUT MEDIUM,9.0,2648.65
Stories Sin El Fil,HOT BAR SECTION,MIXED HOT BEVERAGE,CLASSIC HOT CHOC LARGE,12.0,3531.53
Stories Sin El Fil,HOT BAR SECTION,MIXED HOT BEVERAGE,SPANISH LATTE SMALL,224.0,49945.95
Stories Sin El Fil,HOT BAR SECTION,MIXED HOT BEVERAGE,SPANISH LATTE MEDIUM,301.0,88582.58
Stories Sin El Fil,HOT BAR SECTION,MIXED HOT BEVERAGE,SALTED CARAMEL LATTE SMALL,26.0,4108.11
Stories Sin El Fil,HOT BAR SECTION,MIXED HOT BEVERAGE,SALTED CARAMEL LATTE MEDIUM,46.0,12156.16
Stories Sin El Fil,HOT BAR SECTION,MIXED HOT BEVERAGE,SALTED CARAMEL LATTE LARGE,12.0,3891.89
Stories Sin El Fil,HOT BAR SECTION,MIXED HOT BEVERAGE,SIGNATURE HOT CHOCOLATE LARGE,20.0,5885.89
Stories Sin El Fil,HOT BAR SECTION,MIXED HOT BEVERAGE,TOFFEE NUT LATTE LARGE,24.0,7927.93
Stories Sin El Fil,HOT BAR SECTION,TEA,ENGLISH BREAKFAST TEA MEDIUM,141.0,19843.84
Stories Sin El Fil,HOT BAR SECTION,TEA,EARL GREY LAVENDER TEA MEDIUM,117.0,19507.51
Stories Sin El Fil,HOT BAR SECTION,TEA,ORGANIC GREEN TEA MEDIUM,183.0,30270.27
Stories Sin El Fil,HOT BAR SECTION,TEA,SOUTHERN MINT HERBAL TEA MEDIUM,152.0,24888.89
Stories Sin El Fil,HOT BAR SECTION,TEA,ADD ENGLISH BREAKFAST TEA BAG,2.0,84.08
Stories Sin El Fil,HOT BAR SECTION,TEA,ADD EARL GREY LAVENDER BAG,2.0,84.08
Stories Sin El Fil,HOT BAR SECTION,TEA,ADD GREEN TEA BAG,1.0,54.05
Stories Sin El Fil,HOT BAR SECTION,TEA,ADD SOUTHERN MINT HERBAL TEA BAG,1.0,42.04
Stories Sin El Fil,HOT BAR SECTION,TEA,GOLDEN CHAMOMILE HERBAL TEA MEDIUM,181.0,29765.77
Stories Sin El Fil,HOT BAR SECTION,TEA,ADD GOLDEN CHAMOMILE HERBAL TEA BAG,1.0,42.04
Stories Sin El Fil,HOT BAR SECTION,TEA,BOMBAY CHAI BLACK TEA MEDIUM,4.0,672.67
Stories Sin El Fil,HOT BAR SECTION,TEA,MEDITERRANEAN CARAMEL TEA MEDIUM,4.0,672.67
Stories Sin El Fil,HOT BAR SECTION,TEA,LEMONGRASS&ORANGE TEA MEDIUM,93.0,14798.8
Stories Sin El Fil,HOT BAR SECTION,TEA,ADD MEDITERRANEAN CARAMEL TEA BAG,1.0,42.04
Stories Sin El Fil,HOT BAR SECTION,TEA,ADD LEMONGRASS&ORANGE TEA BAG,1.0,42.04
Stories Sin El Fil,HOT BAR SECTION,BEANS,YIRGACHEFFE BEANS 250G,7.0,4204.2
Stories Sin El Fil,HOT BAR SECTION,BEANS,HOUSE BLEND BEANS 250G,4.0,1921.92
Stories Sin El Fil,HOT BAR SECTION,BEANS,AMERICAN COFFEE BEANS 250G,1.0,480.48
Stories Sin El Fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED AMERICANO SMALL,111.0,21237.24
Stories Sin El Fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED AMERICANO MEDIUM,164.0,37429.43
Stories Sin El Fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED LATTE SMALL,417.0,79675.68
Stories Sin El Fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED LATTE MEDIUM,1072.0,244660.66
Stories Sin El Fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED MOCHA SMALL,44.0,9129.13
Stories Sin El Fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED MOCHA MEDIUM,104.0,27483.48
Stories Sin El Fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED WHITE MOCHA SMALL,184.0,21225.23
Stories Sin El Fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED WHITE MOCHA MEDIUM,303.0,80072.07
Stories Sin El Fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED AMERICANO LARGE,99.0,26162.16
Stories Sin El Fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED LATTE LARGE,114.0,30126.13
Stories Sin El Fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED MOCHA LARGE,9.0,2648.65
Stories Sin El Fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED WHITE MOCHA LARGE,82.0,24132.13
Stories Sin El Fil,COLD BAR SECTION,MIXED COLD BEVERAGES,DOUBLE SHOT SHAKEN MEDIUM,172.0,39255.25
Stories Sin El Fil,COLD BAR SECTION,MIXED COLD BEVERAGES,DOUBLE SHOT SHAKEN LARGE,14.0,3699.7
Stories Sin El Fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED MATCHA LATTE SMALL,112.0,21207.21
Stories Sin El Fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED MATCHA LATTE MEDIUM,383.0,87411.41
Stories Sin El Fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED MATCHA LATTE LARGE,80.0,21141.14
Stories Sin El Fil,COLD BAR SECTION,MIXED COLD BEVERAGES,DOUBLE SHOT SHAKEN SMALL,204.0,17045.05
Stories Sin El Fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED CARAMEL MACCHIATO SMALL,63.0,13921.92
Stories Sin El Fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED CARAMEL MACCHIATO MEDIUM,155.0,40960.96
Stories Sin El Fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED CARAMEL MACCHIATO LARGE,22.0,6474.47
Stories Sin El Fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED TOFFEE NUT LATTE SMALL,10.0,1921.92
Stories Sin El Fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED TOFFEE NUT LATTE MEDIUM,42.0,11351.35
Stories Sin El Fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED CLASSIC CHOC MEDIUM,14.0,3699.7
Stories Sin El Fil,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED CLASSIC CHOC SMALL,9.0,2054.05
Stories Sin El Fil,COLD BAR SECTION,MIXED COLD BEVERAGES,BLUE NADE,59.0,15591.59
