branch,service_type,category,section,product_desc,qty,revenue,total_cost,total_profit,cost_pct,profit_pct
Stories Airport,TABLE,BEVERAGES,HOT BAR SECTION,SPANISH LATTE MEDIUM,836.0,246030.03,59833.56,186196.47,24.32,75.68
Stories Airport,TABLE,BEVERAGES,HOT BAR SECTION,SPANISH LATTE SMALL,584.0,150630.63,29551.25,121079.38,19.62,80.38
Stories Airport,TABLE,BEVERAGES,HOT BAR SECTION,STEAMED MILK LARGE,3.0,594.59,130.4,464.19,21.93,78.07
Stories Airport,TABLE,BEVERAGES,HOT BAR SECTION,STEAMED MILK MEDIUM,50.0,8408.41,1834.65,6573.76,21.82,78.18
Stories Airport,TABLE,BEVERAGES,HOT BAR SECTION,STEAMED MILK SMALL,132.0,5549.55,3872.38,1677.17,69.78,30.22
Stories Airport,TABLE,BEVERAGES,HOT BAR SECTION,SWEET GINGER PEACH BLACK TEA MEDIUM,65.0,10594.59,2407.48,8187.11,22.72,77.28
Stories Airport,TABLE,BEVERAGES,HOT BAR SECTION,TOFFEE NUT LATTE LARGE,13.0,4282.29,1329.69,2952.6,31.05,68.95
Stories Airport,TABLE,BEVERAGES,HOT BAR SECTION,TOFFEE NUT LATTE MEDIUM,241.0,65039.04,19680.25,45358.79,30.26,69.74
Stories Airport,TABLE,BEVERAGES,HOT BAR SECTION,TOFFEE NUT LATTE SMALL,176.0,41669.67,10640.14,31029.53,25.53,74.47
Stories Airport,TABLE,BEVERAGES,HOT BAR SECTION,TRIPLE ESPRESSO,118.0,2102.11,4378.15,-2276.04,208.27,-108.27
Stories Airport,TABLE,BEVERAGES,HOT BAR SECTION,WHITE MOCHA LARGE,226.0,66510.51,19016.75,47493.76,28.59,71.41
Stories Airport,TABLE,BEVERAGES,HOT BAR SECTION,WHITE MOCHA MEDIUM,2232.0,589837.85,148120.53,441717.32,25.11,74.89
Stories Airport,TABLE,BEVERAGES,HOT BAR SECTION,WHITE MOCHA SMALL,2402.0,506666.67,115288.7,391377.97,22.75,77.25
Stories Airport,TABLE,BEVERAGES,HOT BAR SECTION,YIRGACHEFFE BEANS 250G,2.0,1201.2,596.67,604.53,49.67,50.33
Stories Airport,TABLE,BEVERAGES,POP UP BEVERAGE,AMERICANO COMBO,2.0,0.0,69.78,-69.78,0.0,100.0
Stories Airport,TABLE,BEVERAGES,POP UP BEVERAGE,CARAMEL MACHIATO COMBO,1.0,0.0,43.74,-43.74,0.0,100.0
Stories Airport,TABLE,BEVERAGES,POP UP BEVERAGE,LATTE COMBO,7.0,0.0,243.88,-243.88,0.0,100.0
Stories Airport,TABLE,BEVERAGES,POP UP BEVERAGE,SALTED CARAMEL LATTE COMBO,3.0,0.0,155.58,-155.58,0.0,100.0
Stories Airport,TABLE,BEVERAGES,POP UP BEVERAGE,WHITE MOCHA COMBO,4.0,0.0,191.99,-191.99,0.0,100.0
Stories Airport,TABLE,FOOD,CINNAMON ROLLS,CHOCOLATE ROLL LARGE,630.0,197117.12,36973.48,160143.64,18.76,81.24
Stories Airport,TABLE,FOOD,CINNAMON ROLLS,CLASSIC CINNAMON ROLL LARGE,4276.0,1271441.45,214988.59,1056452.86,16.91,83.09
Stories Airport,TABLE,FOOD,CINNAMON ROLLS,EXTRA CREAM CHEESE FROSTING MIX,16.0,480.48,157.89,322.59,32.86,67.14
Stories Airport,TABLE,FOOD,CINNAMON ROLLS,RED CINNAMON ROLL,223.0,73663.67,12342.97,61320.7,16.76,83.24
Stories Airport,TABLE,FOOD,COFFEE PASTRY,APRICOT SABLE,195.0,46846.85,17452.5,29394.35,37.25,62.75
Stories Airport,TABLE,FOOD,COFFEE PASTRY,BLUEBERRY CHEESE CAKE,553.0,215885.88,136272.1,79613.78,63.12,36.88
Stories Airport,TABLE,FOOD,COFFEE PASTRY,BLUEBERRY MUFFIN,507.0,100486.48,22404.1,78082.38,22.3,77.7
Stories Airport,TABLE,FOOD,COFFEE PASTRY,BROWNIES CAKE,532.0,79879.88,34916.93,44962.95,43.71,56.29
Stories Airport,TABLE,FOOD,COFFEE PASTRY,CARROT CAKE,405.0,109459.46,40113.9,69345.56,36.65,63.35
Stories Airport,TABLE,FOOD,COFFEE PASTRY,CHOCOLATE SABLE,387.0,92972.97,46182.0,46790.97,49.67,50.33
Stories Airport,TABLE,FOOD,COFFEE PASTRY,DOUBLE CHOCOLATE MUFFIN,1101.0,218216.22,51701.92,166514.3,23.69,76.31
Stories Airport,TABLE,FOOD,COFFEE PASTRY,FRAMBOISE CHEESE CAKE,409.0,159669.67,99200.9,60468.77,62.13,37.87
Stories Airport,TABLE,FOOD,COFFEE PASTRY,LAZY CAKE,1700.0,561561.56,253583.33,307978.23,45.16,54.84
Stories Airport,TABLE,FOOD,COFFEE PASTRY,LOTUS CHEESE CAKE,446.0,174114.12,107541.39,66572.73,61.76,38.24
Stories Airport,TABLE,FOOD,COFFEE PASTRY,ORANGE CAKE,318.0,85945.95,19377.2,66568.75,22.55,77.45
Stories Airport,TABLE,FOOD,COFFEE PASTRY,RED VELVET CAKE,836.0,251051.05,124703.33,126347.72,49.67,50.33
Stories Airport,TABLE,FOOD,COFFEE PASTRY,RED VELVET MUFFIN_,99.0,19621.62,3870.02,15751.6,19.72,80.28
Stories Airport,TABLE,FOOD,COOKIES,NY STYLE COOKIE - CHOCOLATE CHIP WALNUT,951.0,285585.59,85114.5,200471.09,29.8,70.2
Stories Airport,TABLE,FOOD,COOKIES,NY STYLE COOKIE - DOUBLE CHOCOLATE,265.0,79579.58,23717.5,55862.08,29.8,70.2
Stories Airport,TABLE,FOOD,CROISSANT,CHEESE CROISSANT,1079.0,226816.82,90132.47,136684.35,39.74,60.26
Stories Airport,TABLE,FOOD,CROISSANT,CHOCOLATE CROISSANT,762.0,160180.18,63652.4,96527.78,39.74,60.26
Stories Airport,TABLE,FOOD,CROISSANT,THYME CROISSANT,315.0,56756.76,24433.5,32323.26,43.05,56.95
Stories Airport,TABLE,FOOD,FRENCH PASTRY,CHOCOLATE SALTED CAKE,445.0,146997.0,63724.0,83273.0,43.35,56.65
Stories Airport,TABLE,FOOD,FRENCH PASTRY,CHRISTMAS ORIGINAL ECLAIR,173.0,49279.28,33031.47,16247.81,67.03,32.97
Stories Airport,TABLE,FOOD,FRENCH PASTRY,CHRISTMAS PISTACHIO ECLAIR,22.0,7927.92,4200.53,3727.39,52.98,47.02
Stories Airport,TABLE,FOOD,FRENCH PASTRY,ECLAIR CARAMEL,164.0,44324.32,21527.73,22796.59,48.57,51.43
Stories Airport,TABLE,FOOD,FRENCH PASTRY,ECLAIR CHOCOLAT,356.0,96216.21,46730.93,49485.28,48.57,51.43
Stories Airport,TABLE,FOOD,FRENCH PASTRY,ECLAIR COFFEE,17.0,4594.59,2231.53,2363.06,48.57,51.43
Stories Airport,TABLE,FOOD,FRENCH PASTRY,ECLAIR ORIGINAL,397.0,107297.3,52112.87,55184.43,48.57,51.43
Stories Airport,TABLE,FOOD,FRENCH PASTRY,FONDANT AU CHOCOLAT,725.0,261261.26,151404.17,109857.09,57.95,42.05
Stories Airport,TABLE,FOOD,FRENCH PASTRY,MACARONS,615.0,166216.22,90177.96,76038.26,54.25,45.75
Stories Airport,TABLE,FOOD,FRENCH PASTRY,TARTE AU CHOCOLAT,4.0,1081.08,548.93,532.15,50.78,49.22
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,BLUEBERRIES,281.0,20252.26,8383.17,11869.09,41.39,58.61
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,BLUEBERRIES COMBO,10428.5,0.0,311116.92,-311116.92,0.0,100.0
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,BLUEBERRY YOGHURT COMBO MEDIUM,1473.3,575162.16,125039.53,450122.63,21.74,78.26
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,BLUEBERRY YOGHURT COMBO SMALL,2788.0,959237.24,180083.99,779153.25,18.77,81.23
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,BLUEBERRY YOGHURT COMBO X-LARGE,120.9,61720.72,16618.91,45101.81,26.93,73.07
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,BLUEBERRY YOGHURT MEDIUM,12.5,4129.13,1060.88,3068.25,25.69,74.31
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,BLUEBERRY YOGHURT SMALL,36.5,10660.66,2357.63,8303.03,22.12,77.88
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,BLUEBERRY YOGHURT X-LARGE,2.5,1126.13,343.65,782.48,30.52,69.48
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,BROWNIES,13.0,780.78,240.15,540.63,30.76,69.24
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,BROWNIES COMBO,2352.0,0.0,43448.03,-43448.03,0.0,100.0
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,CHOCOLATE CHIPS,298.0,21477.48,2658.21,18819.27,12.38,87.62
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,CHOCOLATE CHIPS COMBO,2523.0,0.0,22505.58,-22505.58,0.0,100.0
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,CHOCOLATE CRUNCH,579.0,59117.11,27511.97,31605.14,46.54,53.46
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,CHOCOLATE QUELLA,368.0,37573.57,12155.85,25417.72,32.35,67.65
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,CHOCOLATE QUELLA CRUNCH,509.0,51969.97,29705.83,22264.14,57.16,42.84
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,CHOCOLATE YOGHURT COMBO MEDIUM,38.0,14834.84,2860.38,11974.46,19.28,80.72
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,CHOCOLATE YOGHURT COMBO SMALL,79.0,24627.63,4534.17,20093.46,18.41,81.59
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,CHOCOLATE YOGHURT COMBO X-LARGE,4.5,2297.3,549.47,1747.83,23.92,76.08
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,CHOCOLATE YOGHURT SMALL,4.0,1201.2,229.58,971.62,19.11,80.89
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,CHOCOLATE YOGHURT X-LARGE,0.5,225.22,61.05,164.17,27.11,72.89
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,CRUMBOLE PISTACHIO,12.0,1225.23,675.55,549.68,55.14,44.86
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,GRANOLLA,79.0,4744.74,422.21,4322.53,8.9,91.1
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,GRANOLLA COMBO,1575.0,0.0,8417.48,-8417.48,0.0,100.0
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,GUMMY BEARS,24.0,1441.44,177.21,1264.23,12.29,87.71
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,GUMMY BEARS COMBO,2261.5,0.0,16698.35,-16698.35,0.0,100.0
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,HONEY,68.0,4900.9,610.99,4289.91,12.47,87.53
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,HONEY COMBO,304.0,0.0,2731.47,-2731.47,0.0,100.0
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,LOTUS BISCUIT COMBO,1861.0,0.0,20296.12,-20296.12,0.0,100.0
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,LOTUS BISCUITS,167.0,10030.03,1821.31,8208.72,18.16,81.84
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,LOTUS YOGHURT COMBO MEDIUM,107.6,42006.01,13713.53,28292.48,32.65,67.35
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,LOTUS YOGHURT COMBO SMALL,221.5,71048.05,21380.64,49667.41,30.09,69.91
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,LOTUS YOGHURT COMBO X-LARGE,10.5,5360.36,2158.65,3201.71,40.27,59.73
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,LOTUS YOGHURT MEDIUM,1.0,330.33,127.45,202.88,38.58,61.42
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,LOTUS YOGHURT SMALL,5.0,1501.5,482.63,1018.87,32.14,67.86
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,MANGO,117.0,8432.43,1436.81,6995.62,17.04,82.96
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,MANGO COMBO,10593.0,0.0,130086.91,-130086.91,0.0,100.0
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,MANGO YOGHURT COMBO MEDIUM,2262.5,883258.26,193389.63,689868.63,21.9,78.1
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,MANGO YOGHURT COMBO SMALL,4302.75,1486427.93,279880.16,1206547.77,18.83,81.17
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,MANGO YOGHURT COMBO X-LARGE,169.5,86531.53,23463.72,63067.81,27.12,72.88
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,MANGO YOGHURT MEDIUM,24.0,7927.93,2051.43,5876.5,25.88,74.12
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,MANGO YOGHURT SMALL,66.0,19819.82,4293.09,15526.73,21.66,78.34
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,MANGO YOGHURT X-LARGE,4.0,1801.81,553.72,1248.09,30.73,69.27
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,MARSHMALLOW,153.0,9189.19,912.9,8276.29,9.93,90.07
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,MARSHMALLOW COMBO,2488.0,0.0,14845.07,-14845.07,0.0,100.0
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,MIXED NUTS,20.0,1201.2,307.88,893.32,25.63,74.37
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,MIXED NUTS COMBO,1520.0,0.0,23398.88,-23398.88,0.0,100.0
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,OATS COMBO,43.0,0.0,98.78,-98.78,0.0,100.0
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,OREO,279.0,16756.76,2291.04,14465.72,13.67,86.33
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,OREO COMBO,2114.0,0.0,17359.32,-17359.32,0.0,100.0
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,OREO CREAM YOGHURT COMBO MEDIUM,1.0,390.39,100.22,290.17,25.67,74.33
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,OREO CREAM YOGHURT SMALL,0.0,0.0,0.0,0.0,0.0,100.0
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,ORIGINAL YOGHURT COMBO MEDIUM,967.0,377507.5,97561.74,279945.76,25.84,74.16
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,ORIGINAL YOGHURT COMBO SMALL,2405.75,821304.8,184299.97,637004.83,22.44,77.56
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,ORIGINAL YOGHURT COMBO X-LARGE,96.0,49009.0,15656.94,33352.06,31.95,68.05
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,ORIGINAL YOGHURT MEDIUM,20.5,6771.77,2068.27,4703.5,30.54,69.46
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,ORIGINAL YOGHURT SMALL,49.0,14114.12,3753.8,10360.32,26.6,73.4
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,ORIGINAL YOGHURT X-LARGE,0.5,225.23,81.55,143.68,36.21,63.79
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,PINEAPPLE,123.0,7519.52,2253.82,5265.7,29.97,70.03
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,PINEAPPLE COMBO,6339.0,0.0,116154.28,-116154.28,0.0,100.0
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,PISTACHIO CRUNCH,600.0,61261.26,45337.41,15923.85,74.01,25.99
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,PISTACHIO YOGHURT COMBO SMALL,2.0,900.9,489.72,411.18,54.36,45.64
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,POMEGRANATE YOGHURT COMBO MEDIUM,325.5,127072.07,29133.07,97939.0,22.93,77.07
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,POMEGRANATE YOGHURT COMBO SMALL,786.2,271683.48,53513.99,218169.49,19.7,80.3
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,POMEGRANATE YOGHURT COMBO X-LARGE,35.0,17867.87,5070.5,12797.37,28.38,71.62
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,POMEGRANATE YOGHURT MEDIUM,2.5,825.83,223.76,602.07,27.09,72.91
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,POMEGRANATE YOGHURT SMALL,22.5,6456.46,1531.5,4924.96,23.72,76.28
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,POMEGRANATE YOGHURT X-LARGE,1.0,450.45,144.87,305.58,32.16,67.84
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,QUELLA PISTACCIO,41.0,4186.19,3014.13,1172.06,72.0,28.0
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,SPRINKLES,24.0,1441.45,90.22,1351.23,6.26,93.74
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,SPRINKLES COMBO,906.0,0.0,3405.65,-3405.65,0.0,100.0
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,STRAWBERRY,262.0,18882.89,3802.32,15080.57,20.14,79.86
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,STRAWBERRY COMBO,12171.0,0.0,176633.6,-176633.6,0.0,100.0
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,TASTING CUP BLUEBERRY,143.0,0.0,1371.36,-1371.36,0.0,100.0
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,TASTING CUP CHOCOLATE,10.0,0.0,86.3,-86.3,0.0,100.0
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,TASTING CUP MANGO,198.0,0.0,1910.8,-1910.8,0.0,100.0
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,TASTING CUP ORIGINAL YOUGHURT,127.0,0.0,1250.89,-1250.89,0.0,100.0
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,TASTING CUP POMEGRANATE,114.0,0.0,838.28,-838.28,0.0,100.0
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,TASTING CUP SPECULOSE LOTUS,21.0,0.0,290.8,-290.8,0.0,100.0
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,WAFER ROLL,8.0,480.48,56.85,423.63,11.83,88.17
Stories Airport,TABLE,FOOD,FROZEN YOGHURT,WAFER ROLL COMBO,1020.0,0.0,7248.26,-7248.26,0.0,100.0
Stories Airport,TABLE,FOOD,GRAB&GO FOOD,ASIAN SALAD (GRAB&GO),126.0,52972.97,16348.04,36624.93,30.86,69.14
Stories Airport,TABLE,FOOD,GRAB&GO FOOD,BEETROOT CUP,38.0,7987.98,2879.51,5108.47,36.05,63.95
Stories Airport,TABLE,FOOD,GRAB&GO FOOD,CAESER SALAD (GRAB&GO),27.0,11351.35,2721.91,8629.44,23.98,76.02
Stories Airport,TABLE,FOOD,GRAB&GO FOOD,CHICKEN CAESER SALAD (GRAB&GO),127.0,58732.73,26929.59,31803.14,45.85,54.15
Stories Airport,TABLE,FOOD,GRAB&GO FOOD,CHICKEN VERDE SALAD,2.0,924.93,405.81,519.12,43.87,56.13
Stories Airport,TABLE,FOOD,GRAB&GO FOOD,CHOCOLATE SP/MO,64.0,13453.46,4849.71,8603.75,36.05,63.95
Stories Airport,TABLE,FOOD,GRAB&GO FOOD,FREEZE DROPS STRAWBERRY,297.0,58864.87,40403.88,18460.99,68.64,31.36
Stories Airport,TABLE,FOOD,GRAB&GO FOOD,HONEY PEANUT ST BITES,103.0,16702.7,5531.1,11171.6,33.12,66.88
Stories Airport,TABLE,FOOD,GRAB&GO FOOD,MAK BAR CHOCOLATE CRUNCH,4.0,936.94,274.83,662.11,29.33,70.67
Stories Airport,TABLE,FOOD,GRAB&GO FOOD,MAK BAR PRO COOKIES CREAM,10.0,2822.83,837.37,1985.46,29.66,70.34
Stories Airport,TABLE,FOOD,GRAB&GO FOOD,MAK BAR PRO VANILLE,5.0,1411.41,418.68,992.73,29.66,70.34
Stories Airport,TABLE,FOOD,GRAB&GO FOOD,MAK BAR WHITE ALMOND CRUNCH,1.0,234.24,68.71,165.53,29.33,70.67
Stories Airport,TABLE,FOOD,GRAB&GO FOOD,MATCHA CUP,18.0,3783.78,1363.98,2419.8,36.05,63.95
Stories Airport,TABLE,FOOD,GRAB&GO FOOD,MEDIUM CHIPS,334.0,20060.06,3666.87,16393.19,18.28,81.72
Stories Airport,TABLE,FOOD,GRAB&GO FOOD,MEXICAN FEISTA SALAD,5.0,2402.4,1326.53,1075.87,55.22,44.78
Stories Airport,TABLE,FOOD,GRAB&GO FOOD,PASTA PESTO SALAD,4.0,1921.92,733.29,1188.63,38.15,61.85
Stories Airport,TABLE,FOOD,GRAB&GO FOOD,QUINOA SALAD (GRAB&GO),1.0,462.47,192.24,270.23,41.57,58.43
Stories Airport,TABLE,FOOD,GRAB&GO FOOD,SPECIALITY COFFEE ST BITES,88.0,14270.27,4725.6,9544.67,33.12,66.88
Stories Airport,TABLE,FOOD,GRAB&GO FOOD,TIRAMISU CUP,284.0,106606.61,46599.67,60006.94,43.71,56.29
Stories Airport,TABLE,FOOD,GRAB&GO FOOD,TUNA PASTA SALAD (GRAB&GO),191.0,88330.33,36343.03,51987.3,41.14,58.86
Stories Airport,TABLE,FOOD,GRAB&GO FOOD,VANILLA ASH,40.0,8408.41,3031.07,5377.34,36.05,63.95
Stories Airport,TABLE,FOOD,OFFER,CHOCOLATE ROLL+DRINK,3.0,1171.17,176.06,995.11,15.03,84.97
Stories Airport,TABLE,FOOD,OFFER,CINNAMON ROLL+DRINK,10.0,3903.9,502.78,3401.12,12.88,87.12
Stories Airport,TABLE,FOOD,OFFER,PESTO HALLOUMI SUB+DRINK,2.0,780.78,228.92,551.86,29.32,70.68
Stories Airport,TABLE,FOOD,OFFER,TURKEY & CHEESE SUB+DRINK,2.0,960.96,200.65,760.31,20.88,79.12
Stories Airport,TABLE,FOOD,SANDWICHES,BROWN CHICKEN CAESAR SANDWICH,85.0,38288.28,15764.34,22523.94,41.17,58.83
Stories Airport,TABLE,FOOD,SANDWICHES,BROWN CHICKEN TERIAKI SUB,56.0,20180.18,9533.47,10646.71,47.24,52.76
Stories Airport,TABLE,FOOD,SANDWICHES,BROWN LABNEH SUB,78.0,21081.08,7445.48,13635.6,35.32,64.68
Stories Airport,TABLE,FOOD,SANDWICHES,BROWN PESTO HALLOUMI SUB,344.0,109069.07,45614.05,63455.02,41.82,58.18
Stories Airport,TABLE,FOOD,SANDWICHES,BROWN TUNA SUB,155.0,55855.86,19058.02,36797.84,34.12,65.88
Stories Airport,TABLE,FOOD,SANDWICHES,BROWN TURKEY & CHEESE SUB,464.0,179033.03,54967.37,124065.66,30.7,69.3
Stories Airport,TABLE,FOOD,SANDWICHES,BROWN VEGGIE SUB,1.0,360.36,78.29,282.07,21.72,78.28
Stories Airport,TABLE,FOOD,SANDWICHES,CHICKEN CAESAR SANDWICH,154.0,64744.75,25767.93,38976.82,39.8,60.2
Stories Airport,TABLE,FOOD,SANDWICHES,CHICKEN TERIAKI SUB,158.0,52192.19,24032.08,28160.11,46.05,53.95
Stories Airport,TABLE,FOOD,SANDWICHES,LABNEH SUB,288.0,25705.71,22267.07,3438.64,86.62,13.38
Stories Airport,TABLE,FOOD,SANDWICHES,PESTO HALLOUMI SUB,215.0,58108.11,24608.97,33499.14,42.35,57.65
Stories Airport,TABLE,FOOD,SANDWICHES,PULLED BEEF CHIMICHURRI SANDWICH,6.0,2522.52,909.56,1612.96,36.06,63.94
Stories Airport,TABLE,FOOD,SANDWICHES,TUNA SUB,189.0,62432.44,19810.28,42622.16,31.73,68.27
Stories Airport,TABLE,FOOD,SANDWICHES,TURKEY & CHEESE SUB,435.0,154144.14,43641.59,110502.55,28.31,71.69
Stories Airport,TABLE,FOOD,SANDWICHES,VEGGIE SUB,1317.0,708.71,79213.38,-78504.67,11177.14,-11077.14
Stories Airport,TABLE,FOOD,SUBS,ADD CHEDDAR CHEESE,5.0,300.3,17.9,282.4,5.96,94.04
Stories Airport,TABLE,FOOD,SUBS,ADD CHICKEN,119.0,16798.79,10623.81,6174.98,63.24,36.76
Stories Airport,TABLE,FOOD,SUBS,ADD HALLOUM CHEESE,80.0,7207.21,4505.95,2701.26,62.52,37.48
Stories Airport,TABLE,FOOD,SUBS,ADD PULLED BEEF,9.0,1351.35,897.75,453.6,66.43,33.57
Stories Airport,TABLE,FOOD,SUBS,ADD SMOKED TURKEY,126.0,12864.87,5004.04,7860.83,38.9,61.1
Stories Airport,TABLE,FOOD,SUBS,ADD TUNA,21.0,2948.95,1003.49,1945.46,34.03,65.97
Stories Aley,TABLE,BEVERAGES,COLD BAR SECTION,1 SHOT DECAFE,558.0,0.0,5327.04,-5327.04,0.0,100.0
Stories Aley,TABLE,BEVERAGES,COLD BAR SECTION,2 SHOT DECAFE,766.0,0.0,14625.49,-14625.49,0.0,100.0
Stories Aley,TABLE,BEVERAGES,COLD BAR SECTION,3 SHOT DECAFE,128.0,0.0,3665.92,-3665.92,0.0,100.0
Stories Aley,TABLE,BEVERAGES,COLD BAR SECTION,ADD CARAMEL DRIZZLE,254.0,7597.6,852.49,6745.11,11.22,88.78
Stories Aley,TABLE,BEVERAGES,COLD BAR SECTION,ADD CARAMEL LARGE,208.0,6246.25,1787.73,4458.52,28.62,71.38
Stories Aley,TABLE,BEVERAGES,COLD BAR SECTION,ADD CARAMEL MEDIUM,1319.0,39609.62,10306.0,29303.62,26.02,73.98
Stories Aley,TABLE,BEVERAGES,COLD BAR SECTION,ADD CARAMEL SF LARGE,78.0,2342.34,1023.88,1318.46,43.71,56.29
Stories Aley,TABLE,BEVERAGES,COLD BAR SECTION,ADD CARAMEL SF MEDIUM,489.5,14699.7,4819.13,9880.57,32.78,67.22
Stories Aley,TABLE,BEVERAGES,COLD BAR SECTION,ADD CARAMEL SF SMALL,314.75,9451.95,2065.81,7386.14,21.86,78.14
Stories Aley,TABLE,BEVERAGES,COLD BAR SECTION,ADD CARAMEL SMALL,822.5,23618.62,4284.4,19334.22,18.14,81.86
Stories Aley,TABLE,BEVERAGES,COLD BAR SECTION,ADD CHOCOLATE DRIZZLE,70.0,1951.96,230.82,1721.14,11.82,88.18
Stories Aley,TABLE,BEVERAGES,COLD BAR SECTION,ADD FULL FAT MILK,10.0,0.0,33.56,-33.56,0.0,100.0
Stories Aley,TABLE,BEVERAGES,COLD BAR SECTION,ADD HAZELNUT LARGE,43.0,1291.29,465.67,825.62,36.06,63.94
Stories Aley,TABLE,BEVERAGES,COLD BAR SECTION,ADD HAZELNUT MEDIUM,224.0,6726.73,2205.28,4521.45,32.78,67.22
Stories Aley,TABLE,BEVERAGES,COLD BAR SECTION,ADD HAZELNUT SMALL,155.0,4444.45,1017.32,3427.13,22.89,77.11
Stories Aley,TABLE,BEVERAGES,COLD BAR SECTION,ADD MATCHA MEDIUM,2.0,108.1,74.46,33.64,68.88,31.12
Stories Aley,TABLE,BEVERAGES,COLD BAR SECTION,ADD MATCHA SMALL,1.0,45.04,27.92,17.12,61.99,38.01
Stories Aley,TABLE,BEVERAGES,COLD BAR SECTION,ADD MOCHA LARGE,10.0,300.3,197.84,102.46,65.88,34.12
Stories Aley,TABLE,BEVERAGES,COLD BAR SECTION,ADD MOCHA MEDIUM,43.0,1291.29,638.04,653.25,49.41,50.59
Stories Aley,TABLE,BEVERAGES,COLD BAR SECTION,ADD MOCHA SMALL,43.0,1141.14,425.36,715.78,37.28,62.72
